lista_mex,anio_catalogo,descrip,cambio_vs_anio_previo
01,2005,Enfermedades infecciosas intestinales,
01,2006,Enfermedades infecciosas intestinales,False
01,2007,Enfermedades infecciosas intestinales,False
01,2008,Enfermedades infecciosas intestinales,False
01,2009,Enfermedades infecciosas intestinales,False
01,2010,Enfermedades infecciosas intestinales,False
01,2011,Enfermedades infecciosas intestinales,False
01,2012,Enfermedades infecciosas intestinales,False
01,2013,Enfermedades infecciosas intestinales,False
01,2014,Enfermedades infecciosas intestinales,False
01,2015,Enfermedades infecciosas intestinales,False
01,2016,Enfermedades infecciosas intestinales,False
01,2017,Enfermedades infecciosas intestinales,False
01,2018,Enfermedades infecciosas intestinales,False
01,2019,Enfermedades infecciosas intestinales,False
01,2020,Enfermedades infecciosas intestinales,False
01,2021,Enfermedades infecciosas intestinales,False
01,2022,Enfermedades infecciosas intestinales,False
01,2023,Enfermedades infecciosas intestinales,False
01,2024,Enfermedades infecciosas intestinales,False
01A,2005,Cólera,
01A,2006,Cólera,False
01A,2007,Cólera,False
01A,2008,Cólera,False
01A,2009,Cólera,False
01A,2010,Cólera,False
01A,2011,Cólera,False
01A,2012,Cólera,False
01A,2013,Cólera,False
01A,2014,Cólera,False
01A,2015,Cólera,False
01A,2016,Cólera,False
01A,2017,Cólera,False
01A,2018,Cólera,False
01A,2019,Cólera,False
01A,2020,Cólera,False
01A,2021,Cólera,False
01A,2022,Cólera,False
01A,2023,Cólera,False
01A,2024,Cólera,False
01B,2005,Fiebre tifoidea,
01B,2006,Fiebre tifoidea,False
01B,2007,Fiebre tifoidea,False
01B,2008,Fiebre tifoidea,False
01B,2009,Fiebre tifoidea,False
01B,2010,Fiebre tifoidea,False
01B,2011,Fiebre tifoidea,False
01B,2012,Fiebre tifoidea,False
01B,2013,Fiebre tifoidea,False
01B,2014,Fiebre tifoidea,False
01B,2015,Fiebre tifoidea,False
01B,2016,Fiebre tifoidea,False
01B,2017,Fiebre tifoidea,False
01B,2018,Fiebre tifoidea,False
01B,2019,Fiebre tifoidea,False
01B,2020,Fiebre tifoidea,False
01B,2021,Fiebre tifoidea,False
01B,2022,Fiebre tifoidea,False
01B,2023,Fiebre tifoidea,False
01B,2024,Fiebre tifoidea,False
01C,2005,Fiebre paratifoidea,
01C,2006,Fiebre paratifoidea,False
01C,2007,Fiebre paratifoidea,False
01C,2008,Fiebre paratifoidea,False
01C,2009,Fiebre paratifoidea,False
01C,2010,Fiebre paratifoidea,False
01C,2011,Fiebre paratifoidea,False
01C,2012,Fiebre paratifoidea,False
01C,2013,Fiebre paratifoidea,False
01C,2014,Fiebre paratifoidea,False
01C,2015,Fiebre paratifoidea,False
01C,2016,Fiebre paratifoidea,False
01C,2017,Fiebre paratifoidea,False
01C,2018,Fiebre paratifoidea,False
01C,2019,Fiebre paratifoidea,False
01C,2020,Fiebre paratifoidea,False
01C,2021,Fiebre paratifoidea,False
01C,2022,Fiebre paratifoidea,False
01C,2023,Fiebre paratifoidea,False
01C,2024,Fiebre paratifoidea,False
01D,2005,Shigelosis,
01D,2006,Shigelosis,False
01D,2007,Shigelosis,False
01D,2008,Shigelosis,False
01D,2009,Shigelosis,False
01D,2010,Shigelosis,False
01D,2011,Shigelosis,False
01D,2012,Shigelosis,False
01D,2013,Shigelosis,False
01D,2014,Shigelosis,False
01D,2015,Shigelosis,False
01D,2016,Shigelosis,False
01D,2017,Shigelosis,False
01D,2018,Shigelosis,False
01D,2019,Shigelosis,False
01D,2020,Shigelosis,False
01D,2021,Shigelosis,False
01D,2022,Shigelosis,False
01D,2023,Shigelosis,False
01D,2024,Shigelosis,False
01E,2005,Intoxicación alimentaria,
01E,2006,Intoxicación alimentaria,False
01E,2007,Intoxicación alimentaria,False
01E,2008,Intoxicación alimentaria,False
01E,2009,Intoxicación alimentaria,False
01E,2010,Intoxicación alimentaria,False
01E,2011,Intoxicación alimentaria,False
01E,2012,Intoxicación alimentaria,False
01E,2013,Intoxicación alimentaria,False
01E,2014,Intoxicación alimentaria,False
01E,2015,Intoxicación alimentaria,False
01E,2016,Intoxicación alimentaria,False
01E,2017,Intoxicación alimentaria,False
01E,2018,Intoxicación alimentaria,False
01E,2019,Intoxicación alimentaria,False
01E,2020,Intoxicación alimentaria,False
01E,2021,Intoxicación alimentaria,False
01E,2022,Intoxicación alimentaria,False
01E,2023,Intoxicación alimentaria,False
01E,2024,Intoxicación alimentaria,False
01F,2005,Amebiasis,
01F,2006,Amebiasis,False
01F,2007,Amebiasis,False
01F,2008,Amebiasis,False
01F,2009,Amebiasis,False
01F,2010,Amebiasis,False
01F,2011,Amebiasis,False
01F,2012,Amebiasis,False
01F,2013,Amebiasis,False
01F,2014,Amebiasis,False
01F,2015,Amebiasis,False
01F,2016,Amebiasis,False
01F,2017,Amebiasis,False
01F,2018,Amebiasis,False
01F,2019,Amebiasis,False
01F,2020,Amebiasis,False
01F,2021,Amebiasis,False
01F,2022,Amebiasis,False
01F,2023,Amebiasis,False
01F,2024,Amebiasis,False
01G,2005,Infecciones intestinales debidas a otros organismos especificados,
01G,2006,Infecciones intestinales debidas a otros organismos especificados,False
01G,2007,Infecciones intestinales debidas a otros organismos especificados,False
01G,2008,Infecciones intestinales debidas a otros organismos especificados,False
01G,2009,Infecciones intestinales debidas a otros organismos especificados,False
01G,2010,Infecciones intestinales debidas a otros organismos especificados,False
01G,2011,Infecciones intestinales debidas a otros organismos especificados,False
01G,2012,Infecciones intestinales debidas a otros organismos especificados,False
01G,2013,Infecciones intestinales debidas a otros organismos especificados,False
01G,2014,Infecciones intestinales debidas a otros organismos especificados,False
01G,2015,Infecciones intestinales debidas a otros organismos especificados,False
01G,2016,Infecciones intestinales debidas a otros organismos especificados,False
01G,2017,Infecciones intestinales debidas a otros organismos especificados,False
01G,2018,Infecciones intestinales debidas a otros organismos especificados,False
01G,2019,Infecciones intestinales debidas a otros organismos especificados,False
01G,2020,Infecciones intestinales debidas a otros organismos especificados,False
01G,2021,Infecciones intestinales debidas a otros organismos especificados,False
01G,2022,Infecciones intestinales debidas a otros organismos especificados,False
01G,2023,Infecciones intestinales debidas a otros organismos especificados,False
01G,2024,Infecciones intestinales debidas a otros organismos especificados,False
01H,2005,Diarrea y gastroenteritis de presunto origen infeccioso,
01H,2006,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2007,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2008,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2009,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2010,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2011,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2012,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2013,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2014,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2015,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2016,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2017,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2018,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2019,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2020,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2021,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2022,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2023,Diarrea y gastroenteritis de presunto origen infeccioso,False
01H,2024,Diarrea y gastroenteritis de presunto origen infeccioso,False
02,2005,Tuberculosis,
02,2006,Tuberculosis,False
02,2007,Tuberculosis,False
02,2008,Tuberculosis,False
02,2009,Tuberculosis,False
02,2010,Tuberculosis,False
02,2011,Tuberculosis,False
02,2012,Tuberculosis,False
02,2013,Tuberculosis,False
02,2014,Tuberculosis,False
02,2015,Tuberculosis,False
02,2016,Tuberculosis,False
02,2017,Tuberculosis,False
02,2018,Tuberculosis,False
02,2019,Tuberculosis,False
02,2020,Tuberculosis,False
02,2021,Tuberculosis,False
02,2022,Tuberculosis,False
02,2023,Tuberculosis,False
02,2024,Tuberculosis,False
02A,2005,Tuberculosis pulmonar,
02A,2006,Tuberculosis pulmonar,False
02A,2007,Tuberculosis pulmonar,False
02A,2008,Tuberculosis pulmonar,False
02A,2009,Tuberculosis pulmonar,False
02A,2010,Tuberculosis pulmonar,False
02A,2011,Tuberculosis pulmonar,False
02A,2012,Tuberculosis pulmonar,False
02A,2013,Tuberculosis pulmonar,False
02A,2014,Tuberculosis pulmonar,False
02A,2015,Tuberculosis pulmonar,False
02A,2016,Tuberculosis pulmonar,False
02A,2017,Tuberculosis pulmonar,False
02A,2018,Tuberculosis pulmonar,False
02A,2019,Tuberculosis pulmonar,False
02A,2020,Tuberculosis pulmonar,False
02A,2021,Tuberculosis pulmonar,False
02A,2022,Tuberculosis pulmonar,False
02A,2023,Tuberculosis pulmonar,False
02A,2024,Tuberculosis pulmonar,False
02B,2005,Otras tuberculosis del aparato respiratorio,
02B,2006,Otras tuberculosis del aparato respiratorio,False
02B,2007,Otras tuberculosis del aparato respiratorio,False
02B,2008,Otras tuberculosis del aparato respiratorio,False
02B,2009,Otras tuberculosis del aparato respiratorio,False
02B,2010,Otras tuberculosis del aparato respiratorio,False
02B,2011,Otras tuberculosis del aparato respiratorio,False
02B,2012,Otras tuberculosis del aparato respiratorio,False
02B,2013,Otras tuberculosis del aparato respiratorio,False
02B,2014,Otras tuberculosis del aparato respiratorio,False
02B,2015,Otras tuberculosis del aparato respiratorio,False
02B,2016,Otras tuberculosis del aparato respiratorio,False
02B,2017,Otras tuberculosis del aparato respiratorio,False
02B,2018,Otras tuberculosis del aparato respiratorio,False
02B,2019,Otras tuberculosis del aparato respiratorio,False
02B,2020,Otras tuberculosis del aparato respiratorio,False
02B,2021,Otras tuberculosis del aparato respiratorio,False
02B,2022,Otras tuberculosis del aparato respiratorio,False
02B,2023,Otras tuberculosis del aparato respiratorio,False
02B,2024,Otras tuberculosis del aparato respiratorio,False
02C,2005,Tuberculosis del sistema nervioso,
02C,2006,Tuberculosis del sistema nervioso,False
02C,2007,Tuberculosis del sistema nervioso,False
02C,2008,Tuberculosis del sistema nervioso,False
02C,2009,Tuberculosis del sistema nervioso,False
02C,2010,Tuberculosis del sistema nervioso,False
02C,2011,Tuberculosis del sistema nervioso,False
02C,2012,Tuberculosis del sistema nervioso,False
02C,2013,Tuberculosis del sistema nervioso,False
02C,2014,Tuberculosis del sistema nervioso,False
02C,2015,Tuberculosis del sistema nervioso,False
02C,2016,Tuberculosis del sistema nervioso,False
02C,2017,Tuberculosis del sistema nervioso,False
02C,2018,Tuberculosis del sistema nervioso,False
02C,2019,Tuberculosis del sistema nervioso,False
02C,2020,Tuberculosis del sistema nervioso,False
02C,2021,Tuberculosis del sistema nervioso,False
02C,2022,Tuberculosis del sistema nervioso,False
02C,2023,Tuberculosis del sistema nervioso,False
02C,2024,Tuberculosis del sistema nervioso,False
02D,2005,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",
02D,2006,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2007,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2008,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2009,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2010,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2011,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2012,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2013,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2014,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2015,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2016,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2017,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2018,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2019,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2020,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2021,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2022,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2023,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02D,2024,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",False
02E,2005,Tuberculosis de huesos y articulaciones,
02E,2006,Tuberculosis de huesos y articulaciones,False
02E,2007,Tuberculosis de huesos y articulaciones,False
02E,2008,Tuberculosis de huesos y articulaciones,False
02E,2009,Tuberculosis de huesos y articulaciones,False
02E,2010,Tuberculosis de huesos y articulaciones,False
02E,2011,Tuberculosis de huesos y articulaciones,False
02E,2012,Tuberculosis de huesos y articulaciones,False
02E,2013,Tuberculosis de huesos y articulaciones,False
02E,2014,Tuberculosis de huesos y articulaciones,False
02E,2015,Tuberculosis de huesos y articulaciones,False
02E,2016,Tuberculosis de huesos y articulaciones,False
02E,2017,Tuberculosis de huesos y articulaciones,False
02E,2018,Tuberculosis de huesos y articulaciones,False
02E,2019,Tuberculosis de huesos y articulaciones,False
02E,2020,Tuberculosis de huesos y articulaciones,False
02E,2021,Tuberculosis de huesos y articulaciones,False
02E,2022,Tuberculosis de huesos y articulaciones,False
02E,2023,Tuberculosis de huesos y articulaciones,False
02E,2024,Tuberculosis de huesos y articulaciones,False
02F,2005,Tuberculosis del  aparato genitourinario,
02F,2006,Tuberculosis del  aparato genitourinario,False
02F,2007,Tuberculosis del  aparato genitourinario,False
02F,2008,Tuberculosis del  aparato genitourinario,False
02F,2009,Tuberculosis del  aparato genitourinario,False
02F,2010,Tuberculosis del  aparato genitourinario,False
02F,2011,Tuberculosis del  aparato genitourinario,False
02F,2012,Tuberculosis del  aparato genitourinario,False
02F,2013,Tuberculosis del  aparato genitourinario,False
02F,2014,Tuberculosis del  aparato genitourinario,False
02F,2015,Tuberculosis del  aparato genitourinario,False
02F,2016,Tuberculosis del  aparato genitourinario,False
02F,2017,Tuberculosis del  aparato genitourinario,False
02F,2018,Tuberculosis del  aparato genitourinario,False
02F,2019,Tuberculosis del  aparato genitourinario,False
02F,2020,Tuberculosis del  aparato genitourinario,False
02F,2021,Tuberculosis del  aparato genitourinario,False
02F,2022,Tuberculosis del  aparato genitourinario,False
02F,2023,Tuberculosis del  aparato genitourinario,False
02F,2024,Tuberculosis del  aparato genitourinario,False
02Z,2005,Las demás tuberculosis,
02Z,2006,Las demás tuberculosis,False
02Z,2007,Las demás tuberculosis,False
02Z,2008,Las demás tuberculosis,False
02Z,2009,Las demás tuberculosis,False
02Z,2010,Las demás tuberculosis,False
02Z,2011,Las demás tuberculosis,False
02Z,2012,Las demás tuberculosis,False
02Z,2013,Las demás tuberculosis,False
02Z,2014,Las demás tuberculosis,False
02Z,2015,Las demás tuberculosis,False
02Z,2016,Las demás tuberculosis,False
02Z,2017,Las demás tuberculosis,False
02Z,2018,Las demás tuberculosis,False
02Z,2019,Las demás tuberculosis,False
02Z,2020,Las demás tuberculosis,False
02Z,2021,Las demás tuberculosis,False
02Z,2022,Las demás tuberculosis,False
02Z,2023,Las demás tuberculosis,False
02Z,2024,Las demás tuberculosis,False
03,2005,Otras enfermedades bacterianas,
03,2006,Otras enfermedades bacterianas,False
03,2007,Otras enfermedades bacterianas,False
03,2008,Otras enfermedades bacterianas,False
03,2009,Otras enfermedades bacterianas,False
03,2010,Otras enfermedades bacterianas,False
03,2011,Otras enfermedades bacterianas,False
03,2012,Otras enfermedades bacterianas,False
03,2013,Otras enfermedades bacterianas,False
03,2014,Otras enfermedades bacterianas,False
03,2015,Otras enfermedades bacterianas,False
03,2016,Otras enfermedades bacterianas,False
03,2017,Otras enfermedades bacterianas,False
03,2018,Otras enfermedades bacterianas,False
03,2019,Otras enfermedades bacterianas,False
03,2020,Otras enfermedades bacterianas,False
03,2021,Otras enfermedades bacterianas,False
03,2022,Otras enfermedades bacterianas,False
03,2023,Otras enfermedades bacterianas,False
03,2024,Otras enfermedades bacterianas,False
03A,2005,Peste,
03A,2006,Peste,False
03A,2007,Peste,False
03A,2008,Peste,False
03A,2009,Peste,False
03A,2010,Peste,False
03A,2011,Peste,False
03A,2012,Peste,False
03A,2013,Peste,False
03A,2014,Peste,False
03A,2015,Peste,False
03A,2016,Peste,False
03A,2017,Peste,False
03A,2018,Peste,False
03A,2019,Peste,False
03A,2020,Peste,False
03A,2021,Peste,False
03A,2022,Peste,False
03A,2023,Peste,False
03A,2024,Peste,False
03B,2005,Brucelosis,
03B,2006,Brucelosis,False
03B,2007,Brucelosis,False
03B,2008,Brucelosis,False
03B,2009,Brucelosis,False
03B,2010,Brucelosis,False
03B,2011,Brucelosis,False
03B,2012,Brucelosis,False
03B,2013,Brucelosis,False
03B,2014,Brucelosis,False
03B,2015,Brucelosis,False
03B,2016,Brucelosis,False
03B,2017,Brucelosis,False
03B,2018,Brucelosis,False
03B,2019,Brucelosis,False
03B,2020,Brucelosis,False
03B,2021,Brucelosis,False
03B,2022,Brucelosis,False
03B,2023,Brucelosis,False
03B,2024,Brucelosis,False
03C,2005,Lepra,
03C,2006,Lepra,False
03C,2007,Lepra,False
03C,2008,Lepra,False
03C,2009,Lepra,False
03C,2010,Lepra,False
03C,2011,Lepra,False
03C,2012,Lepra,False
03C,2013,Lepra,False
03C,2014,Lepra,False
03C,2015,Lepra,False
03C,2016,Lepra,False
03C,2017,Lepra,False
03C,2018,Lepra,False
03C,2019,Lepra,False
03C,2020,Lepra,False
03C,2021,Lepra,False
03C,2022,Lepra,False
03C,2023,Lepra,False
03C,2024,Lepra,False
03D,2005,Difteria,
03D,2006,Difteria,False
03D,2007,Difteria,False
03D,2008,Difteria,False
03D,2009,Difteria,False
03D,2010,Difteria,False
03D,2011,Difteria,False
03D,2012,Difteria,False
03D,2013,Difteria,False
03D,2014,Difteria,False
03D,2015,Difteria,False
03D,2016,Difteria,False
03D,2017,Difteria,False
03D,2018,Difteria,False
03D,2019,Difteria,False
03D,2020,Difteria,False
03D,2021,Difteria,False
03D,2022,Difteria,False
03D,2023,Difteria,False
03D,2024,Difteria,False
03E,2005,Tos ferina,
03E,2006,Tos ferina,False
03E,2007,Tos ferina,False
03E,2008,Tos ferina,False
03E,2009,Tos ferina,False
03E,2010,Tos ferina,False
03E,2011,Tos ferina,False
03E,2012,Tos ferina,False
03E,2013,Tos ferina,False
03E,2014,Tos ferina,False
03E,2015,Tos ferina,False
03E,2016,Tos ferina,False
03E,2017,Tos ferina,False
03E,2018,Tos ferina,False
03E,2019,Tos ferina,False
03E,2020,Tos ferina,False
03E,2021,Tos ferina,False
03E,2022,Tos ferina,False
03E,2023,Tos ferina,False
03E,2024,Tos ferina,False
03F,2005,Escarlatina y erisipela,
03F,2006,Escarlatina y erisipela,False
03F,2007,Escarlatina y erisipela,False
03F,2008,Escarlatina y erisipela,False
03F,2009,Escarlatina y erisipela,False
03F,2010,Escarlatina y erisipela,False
03F,2011,Escarlatina y erisipela,False
03F,2012,Escarlatina y erisipela,False
03F,2013,Escarlatina y erisipela,False
03F,2014,Escarlatina y erisipela,False
03F,2015,Escarlatina y erisipela,False
03F,2016,Escarlatina y erisipela,False
03F,2017,Escarlatina y erisipela,False
03F,2018,Escarlatina y erisipela,False
03F,2019,Escarlatina y erisipela,False
03F,2020,Escarlatina y erisipela,False
03F,2021,Escarlatina y erisipela,False
03F,2022,Escarlatina y erisipela,False
03F,2023,Escarlatina y erisipela,False
03F,2024,Escarlatina y erisipela,False
03G,2005,Infección meningocócica,
03G,2006,Infección meningocócica,False
03G,2007,Infección meningocócica,False
03G,2008,Infección meningocócica,False
03G,2009,Infección meningocócica,False
03G,2010,Infección meningocócica,False
03G,2011,Infección meningocócica,False
03G,2012,Infección meningocócica,False
03G,2013,Infección meningocócica,False
03G,2014,Infección meningocócica,False
03G,2015,Infección meningocócica,False
03G,2016,Infección meningocócica,False
03G,2017,Infección meningocócica,False
03G,2018,Infección meningocócica,False
03G,2019,Infección meningocócica,False
03G,2020,Infección meningocócica,False
03G,2021,Infección meningocócica,False
03G,2022,Infección meningocócica,False
03G,2023,Infección meningocócica,False
03G,2024,Infección meningocócica,False
03H,2005,Otros tétanos,
03H,2006,Otros tétanos,False
03H,2007,Otros tétanos,False
03H,2008,Otros tétanos,False
03H,2009,Otros tétanos,False
03H,2010,Otros tétanos,False
03H,2011,Otros tétanos,False
03H,2012,Otros tétanos,False
03H,2013,Otros tétanos,False
03H,2014,Otros tétanos,False
03H,2015,Otros tétanos,False
03H,2016,Otros tétanos,False
03H,2017,Otros tétanos,False
03H,2018,Otros tétanos,False
03H,2019,Otros tétanos,False
03H,2020,Otros tétanos,False
03H,2021,Otros tétanos,False
03H,2022,Otros tétanos,False
03H,2023,Otros tétanos,False
03H,2024,Otros tétanos,False
03I,2005,Septicemia,
03I,2006,Septicemia,False
03I,2007,Septicemia,False
03I,2008,Septicemia,False
03I,2009,Septicemia,False
03I,2010,Septicemia,False
03I,2011,Septicemia,False
03I,2012,Septicemia,False
03I,2013,Septicemia,False
03I,2014,Septicemia,False
03I,2015,Septicemia,False
03I,2016,Septicemia,False
03I,2017,Septicemia,False
03I,2018,Septicemia,False
03I,2019,Septicemia,False
03I,2020,Septicemia,False
03I,2021,Septicemia,False
03I,2022,Septicemia,False
03I,2023,Septicemia,False
03I,2024,Septicemia,False
03Z,2005,Las demás enfermedades bacterianas del grupo,
03Z,2006,Las demás enfermedades bacterianas del grupo,False
03Z,2007,Las demás enfermedades bacterianas del grupo,False
03Z,2008,Las demás enfermedades bacterianas del grupo,False
03Z,2009,Las demás enfermedades bacterianas del grupo,False
03Z,2010,Las demás enfermedades bacterianas del grupo,False
03Z,2011,Las demás enfermedades bacterianas del grupo,False
03Z,2012,Las demás enfermedades bacterianas del grupo,False
03Z,2013,Las demás enfermedades bacterianas del grupo,False
03Z,2014,Las demás enfermedades bacterianas del grupo,False
03Z,2015,Las demás enfermedades bacterianas del grupo,False
03Z,2016,Las demás enfermedades bacterianas del grupo,False
03Z,2017,Las demás enfermedades bacterianas del grupo,False
03Z,2018,Las demás enfermedades bacterianas del grupo,False
03Z,2019,Las demás enfermedades bacterianas del grupo,False
03Z,2020,Las demás enfermedades bacterianas del grupo,False
03Z,2021,Las demás enfermedades bacterianas del grupo,False
03Z,2022,Las demás enfermedades bacterianas del grupo,False
03Z,2023,Las demás enfermedades bacterianas del grupo,False
03Z,2024,Las demás enfermedades bacterianas del grupo,False
04,2005,Infecciones con modo de transmisión predominantemente sexual,
04,2006,Infecciones con modo de transmisión predominantemente sexual,False
04,2007,Infecciones con modo de transmisión predominantemente sexual,False
04,2008,Infecciones con modo de transmisión predominantemente sexual,False
04,2009,Infecciones con modo de transmisión predominantemente sexual,False
04,2010,Infecciones con modo de transmisión predominantemente sexual,False
04,2011,Infecciones con modo de transmisión predominantemente sexual,False
04,2012,Infecciones con modo de transmisión predominantemente sexual,False
04,2013,Infecciones con modo de transmisión predominantemente sexual,False
04,2014,Infecciones con modo de transmisión predominantemente sexual,False
04,2015,Infecciones con modo de transmisión predominantemente sexual,False
04,2016,Infecciones con modo de transmisión predominantemente sexual,False
04,2017,Infecciones con modo de transmisión predominantemente sexual,False
04,2018,Infecciones con modo de transmisión predominantemente sexual,False
04,2019,Infecciones con modo de transmisión predominantemente sexual,False
04,2020,Infecciones con modo de transmisión predominantemente sexual,False
04,2021,Infecciones con modo de transmisión predominantemente sexual,False
04,2022,Infecciones con modo de transmisión predominantemente sexual,False
04,2023,Infecciones con modo de transmisión predominantemente sexual,False
04,2024,Infecciones con modo de transmisión predominantemente sexual,False
04A,2005,Sífilis congénita,
04A,2006,Sífilis congénita,False
04A,2007,Sífilis congénita,False
04A,2008,Sífilis congénita,False
04A,2009,Sífilis congénita,False
04A,2010,Sífilis congénita,False
04A,2011,Sífilis congénita,False
04A,2012,Sífilis congénita,False
04A,2013,Sífilis congénita,False
04A,2014,Sífilis congénita,False
04A,2015,Sífilis congénita,False
04A,2016,Sífilis congénita,False
04A,2017,Sífilis congénita,False
04A,2018,Sífilis congénita,False
04A,2019,Sífilis congénita,False
04A,2020,Sífilis congénita,False
04A,2021,Sífilis congénita,False
04A,2022,Sífilis congénita,False
04A,2023,Sífilis congénita,False
04A,2024,Sífilis congénita,False
04B,2005,Sífilis precoz,
04B,2006,Sífilis precoz,False
04B,2007,Sífilis precoz,False
04B,2008,Sífilis precoz,False
04B,2009,Sífilis precoz,False
04B,2010,Sífilis precoz,False
04B,2011,Sífilis precoz,False
04B,2012,Sífilis precoz,False
04B,2013,Sífilis precoz,False
04B,2014,Sífilis precoz,False
04B,2015,Sífilis precoz,False
04B,2016,Sífilis precoz,False
04B,2017,Sífilis precoz,False
04B,2018,Sífilis precoz,False
04B,2019,Sífilis precoz,False
04B,2020,Sífilis precoz,False
04B,2021,Sífilis precoz,False
04B,2022,Sífilis precoz,False
04B,2023,Sífilis precoz,False
04B,2024,Sífilis precoz,False
04C,2005,Otras sífilis,
04C,2006,Otras sífilis,False
04C,2007,Otras sífilis,False
04C,2008,Otras sífilis,False
04C,2009,Otras sífilis,False
04C,2010,Otras sífilis,False
04C,2011,Otras sífilis,False
04C,2012,Otras sífilis,False
04C,2013,Otras sífilis,False
04C,2014,Otras sífilis,False
04C,2015,Otras sífilis,False
04C,2016,Otras sífilis,False
04C,2017,Otras sífilis,False
04C,2018,Otras sífilis,False
04C,2019,Otras sífilis,False
04C,2020,Otras sífilis,False
04C,2021,Otras sífilis,False
04C,2022,Otras sífilis,False
04C,2023,Otras sífilis,False
04C,2024,Otras sífilis,False
04D,2005,Infección gonocócica,
04D,2006,Infección gonocócica,False
04D,2007,Infección gonocócica,False
04D,2008,Infección gonocócica,False
04D,2009,Infección gonocócica,False
04D,2010,Infección gonocócica,False
04D,2011,Infección gonocócica,False
04D,2012,Infección gonocócica,False
04D,2013,Infección gonocócica,False
04D,2014,Infección gonocócica,False
04D,2015,Infección gonocócica,False
04D,2016,Infección gonocócica,False
04D,2017,Infección gonocócica,False
04D,2018,Infección gonocócica,False
04D,2019,Infección gonocócica,False
04D,2020,Infección gonocócica,False
04D,2021,Infección gonocócica,False
04D,2022,Infección gonocócica,False
04D,2023,Infección gonocócica,False
04D,2024,Infección gonocócica,False
04E,2005,Enfermedades de transmisión sexual debidas a clamidias,
04E,2006,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2007,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2008,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2009,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2010,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2011,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2012,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2013,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2014,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2015,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2016,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2017,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2018,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2019,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2020,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2021,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2022,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2023,Enfermedades de transmisión sexual debidas a clamidias,False
04E,2024,Enfermedades de transmisión sexual debidas a clamidias,False
