lista_mex,anio_catalogo,descrip,cambio_vs_anio_previo
12G,2011,Tumor maligno del testículo,False
12G,2012,Tumor maligno del testículo,False
12G,2013,Tumor maligno del testículo,False
12G,2014,Tumor maligno del testículo,False
12G,2015,Tumor maligno del testículo,False
12G,2016,Tumor maligno del testículo,False
12G,2017,Tumor maligno del testículo,False
12G,2018,Tumor maligno del testículo,False
12G,2019,Tumor maligno del testículo,False
12G,2020,Tumor maligno del testículo,False
12G,2021,Tumor maligno del testículo,False
12G,2022,Tumor maligno del testículo,False
12G,2023,Tumor maligno del testículo,False
12G,2024,Tumor maligno del testículo,False
12H,2005,Tumor maligno de la vejiga urinaria,
12H,2006,Tumor maligno de la vejiga urinaria,False
12H,2007,Tumor maligno de la vejiga urinaria,False
12H,2008,Tumor maligno de la vejiga urinaria,False
12H,2009,Tumor maligno de la vejiga urinaria,False
12H,2010,Tumor maligno de la vejiga urinaria,False
12H,2011,Tumor maligno de la vejiga urinaria,False
12H,2012,Tumor maligno de la vejiga urinaria,False
12H,2013,Tumor maligno de la vejiga urinaria,False
12H,2014,Tumor maligno de la vejiga urinaria,False
12H,2015,Tumor maligno de la vejiga urinaria,False
12H,2016,Tumor maligno de la vejiga urinaria,False
12H,2017,Tumor maligno de la vejiga urinaria,False
12H,2018,Tumor maligno de la vejiga urinaria,False
12H,2019,Tumor maligno de la vejiga urinaria,False
12H,2020,Tumor maligno de la vejiga urinaria,False
12H,2021,Tumor maligno de la vejiga urinaria,False
12H,2022,Tumor maligno de la vejiga urinaria,False
12H,2023,Tumor maligno de la vejiga urinaria,False
12H,2024,Tumor maligno de la vejiga urinaria,False
12I,2005,Otros tumores malignos de los órganos genitales masculinos,
12I,2006,Otros tumores malignos de los órganos genitales masculinos,False
12I,2007,Otros tumores malignos de los órganos genitales masculinos,False
12I,2008,Otros tumores malignos de los órganos genitales masculinos,False
12I,2009,Otros tumores malignos de los órganos genitales masculinos,False
12I,2010,Otros tumores malignos de los órganos genitales masculinos,False
12I,2011,Otros tumores malignos de los órganos genitales masculinos,False
12I,2012,Otros tumores malignos de los órganos genitales masculinos,False
12I,2013,Otros tumores malignos de los órganos genitales masculinos,False
12I,2014,Otros tumores malignos de los órganos genitales masculinos,False
12I,2015,Otros tumores malignos de los órganos genitales masculinos,False
12I,2016,Otros tumores malignos de los órganos genitales masculinos,False
12I,2017,Otros tumores malignos de los órganos genitales masculinos,False
12I,2018,Otros tumores malignos de los órganos genitales masculinos,False
12I,2019,Otros tumores malignos de los órganos genitales masculinos,False
12I,2020,Otros tumores malignos de los órganos genitales masculinos,False
12I,2021,Otros tumores malignos de los órganos genitales masculinos,False
12I,2022,Otros tumores malignos de los órganos genitales masculinos,False
12I,2023,Otros tumores malignos de los órganos genitales masculinos,False
12I,2024,Otros tumores malignos de los órganos genitales masculinos,False
12J,2005,Otros tumores malignos de las vías  urinarias,
12J,2006,Otros tumores malignos de las vías  urinarias,False
12J,2007,Otros tumores malignos de las vías  urinarias,False
12J,2008,Otros tumores malignos de las vías  urinarias,False
12J,2009,Otros tumores malignos de las vías  urinarias,False
12J,2010,Otros tumores malignos de las vías  urinarias,False
12J,2011,Otros tumores malignos de las vías  urinarias,False
12J,2012,Otros tumores malignos de las vías  urinarias,False
12J,2013,Otros tumores malignos de las vías  urinarias,False
12J,2014,Otros tumores malignos de las vías  urinarias,False
12J,2015,Otros tumores malignos de las vías  urinarias,False
12J,2016,Otros tumores malignos de las vías  urinarias,False
12J,2017,Otros tumores malignos de las vías  urinarias,False
12J,2018,Otros tumores malignos de las vías  urinarias,False
12J,2019,Otros tumores malignos de las vías  urinarias,False
12J,2020,Otros tumores malignos de las vías  urinarias,False
12J,2021,Otros tumores malignos de las vías  urinarias,False
12J,2022,Otros tumores malignos de las vías  urinarias,False
12J,2023,Otros tumores malignos de las vías  urinarias,False
12J,2024,Otros tumores malignos de las vías  urinarias,False
12K,2005,Tumor maligno de la vulva y de la vagina,
12K,2006,Tumor maligno de la vulva y de la vagina,False
12K,2007,Tumor maligno de la vulva y de la vagina,False
12K,2008,Tumor maligno de la vulva y de la vagina,False
12K,2009,Tumor maligno de la vulva y de la vagina,False
12K,2010,Tumor maligno de la vulva y de la vagina,False
12K,2011,Tumor maligno de la vulva y de la vagina,False
12K,2012,Tumor maligno de la vulva y de la vagina,False
12K,2013,Tumor maligno de la vulva y de la vagina,False
12K,2014,Tumor maligno de la vulva y de la vagina,False
12K,2015,Tumor maligno de la vulva y de la vagina,False
12K,2016,Tumor maligno de la vulva y de la vagina,False
12K,2017,Tumor maligno de la vulva y de la vagina,False
12K,2018,Tumor maligno de la vulva y de la vagina,False
12K,2019,Tumor maligno de la vulva y de la vagina,False
12K,2020,Tumor maligno de la vulva y de la vagina,False
12K,2021,Tumor maligno de la vulva y de la vagina,False
12K,2022,Tumor maligno de la vulva y de la vagina,False
12K,2023,Tumor maligno de la vulva y de la vagina,False
12K,2024,Tumor maligno de la vulva y de la vagina,False
13,2005,Tumores malignos de otros sitios y de los no especificados,
13,2006,Tumores malignos de otros sitios y de los no especificados,False
13,2007,Tumores malignos de otros sitios y de los no especificados,False
13,2008,Tumores malignos de otros sitios y de los no especificados,False
13,2009,Tumores malignos de otros sitios y de los no especificados,False
13,2010,Tumores malignos de otros sitios y de los no especificados,False
13,2011,Tumores malignos de otros sitios y de los no especificados,False
13,2012,Tumores malignos de otros sitios y de los no especificados,False
13,2013,Tumores malignos de otros sitios y de los no especificados,False
13,2014,Tumores malignos de otros sitios y de los no especificados,False
13,2015,Tumores malignos de otros sitios y de los no especificados,False
13,2016,Tumores malignos de otros sitios y de los no especificados,False
13,2017,Tumores malignos de otros sitios y de los no especificados,False
13,2018,Tumores malignos de otros sitios y de los no especificados,False
13,2019,Tumores malignos de otros sitios y de los no especificados,False
13,2020,Tumores malignos de otros sitios y de los no especificados,False
13,2021,Tumores malignos de otros sitios y de los no especificados,False
13,2022,Tumores malignos de otros sitios y de los no especificados,False
13,2023,Tumores malignos de otros sitios y de los no especificados,False
13,2024,Tumores malignos de otros sitios y de los no especificados,False
13A,2005,Tumor maligno del encéfalo,
13A,2006,Tumor maligno del encéfalo,False
13A,2007,Tumor maligno del encéfalo,False
13A,2008,Tumor maligno del encéfalo,False
13A,2009,Tumor maligno del encéfalo,False
13A,2010,Tumor maligno del encéfalo,False
13A,2011,Tumor maligno del encéfalo,False
13A,2012,Tumor maligno del encéfalo,False
13A,2013,Tumor maligno del encéfalo,False
13A,2014,Tumor maligno del encéfalo,False
13A,2015,Tumor maligno del encéfalo,False
13A,2016,Tumor maligno del encéfalo,False
13A,2017,Tumor maligno del encéfalo,False
13A,2018,Tumor maligno del encéfalo,False
13A,2019,Tumor maligno del encéfalo,False
13A,2020,Tumor maligno del encéfalo,False
13A,2021,Tumor maligno del encéfalo,False
13A,2022,Tumor maligno del encéfalo,False
13A,2023,Tumor maligno del encéfalo,False
13A,2024,Tumor maligno del encéfalo,False
13B,2005,Tumor maligno de las meninges y de otras partes del sistema nervioso central,
13B,2006,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2007,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2008,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2009,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2010,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2011,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2012,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2013,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2014,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2015,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2016,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2017,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2018,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2019,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2020,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2021,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2022,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2023,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13B,2024,Tumor maligno de las meninges y de otras partes del sistema nervioso central,False
13C,2005,Tumores malignos del ojo y sus anexos,
13C,2006,Tumores malignos del ojo y sus anexos,False
13C,2007,Tumores malignos del ojo y sus anexos,False
13C,2008,Tumores malignos del ojo y sus anexos,False
13C,2009,Tumores malignos del ojo y sus anexos,False
13C,2010,Tumores malignos del ojo y sus anexos,False
13C,2011,Tumores malignos del ojo y sus anexos,False
13C,2012,Tumores malignos del ojo y sus anexos,False
13C,2013,Tumores malignos del ojo y sus anexos,False
13C,2014,Tumores malignos del ojo y sus anexos,False
13C,2015,Tumores malignos del ojo y sus anexos,False
13C,2016,Tumores malignos del ojo y sus anexos,False
13C,2017,Tumores malignos del ojo y sus anexos,False
13C,2018,Tumores malignos del ojo y sus anexos,False
13C,2019,Tumores malignos del ojo y sus anexos,False
13C,2020,Tumores malignos del ojo y sus anexos,False
13C,2021,Tumores malignos del ojo y sus anexos,False
13C,2022,Tumores malignos del ojo y sus anexos,False
13C,2023,Tumores malignos del ojo y sus anexos,False
13C,2024,Tumores malignos del ojo y sus anexos,False
13Z,2005,Los demás tumores malignos de otros sitios y los no especificados,
13Z,2006,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2007,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2008,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2009,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2010,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2011,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2012,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2013,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2014,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2015,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2016,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2017,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2018,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2019,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2020,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2021,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2022,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2023,Los demás tumores malignos de otros sitios y los no especificados,False
13Z,2024,Los demás tumores malignos de otros sitios y los no especificados,False
14,2005,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",
14,2006,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2007,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2008,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2009,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2010,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2011,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2012,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2013,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2014,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2015,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2016,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2017,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2018,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2019,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2020,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2021,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2022,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2023,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14,2024,"Tumores malignos del tejido linfático, de los órganos hematopoyéticos y tejidos afines",False
14A,2005,Enfermedad de Hodgkin,
14A,2006,Enfermedad de Hodgkin,False
14A,2007,Enfermedad de Hodgkin,False
14A,2008,Enfermedad de Hodgkin,False
14A,2009,Enfermedad de Hodgkin,False
14A,2010,Enfermedad de Hodgkin,False
14A,2011,Enfermedad de Hodgkin,False
14A,2012,Enfermedad de Hodgkin,False
14A,2013,Enfermedad de Hodgkin,False
14A,2014,Enfermedad de Hodgkin,False
14A,2015,Enfermedad de Hodgkin,False
14A,2016,Enfermedad de Hodgkin,False
14A,2017,Enfermedad de Hodgkin,False
14A,2018,Enfermedad de Hodgkin,False
14A,2019,Enfermedad de Hodgkin,False
14A,2020,Enfermedad de Hodgkin,False
14A,2021,Enfermedad de Hodgkin,False
14A,2022,Enfermedad de Hodgkin,False
14A,2023,Enfermedad de Hodgkin,False
14A,2024,Enfermedad de Hodgkin,False
14B,2005,Linfoma no Hodgkin,
14B,2006,Linfoma no Hodgkin,False
14B,2007,Linfoma no Hodgkin,False
14B,2008,Linfoma no Hodgkin,False
14B,2009,Linfoma no Hodgkin,False
14B,2010,Linfoma no Hodgkin,False
14B,2011,Linfoma no Hodgkin,False
14B,2012,Linfoma no Hodgkin,False
14B,2013,Linfoma no Hodgkin,False
14B,2014,Linfoma no Hodgkin,False
14B,2015,Linfoma no Hodgkin,False
14B,2016,Linfoma no Hodgkin,False
14B,2017,Linfoma no Hodgkin,False
14B,2018,Linfoma no Hodgkin,False
14B,2019,Linfoma no Hodgkin,False
14B,2020,Linfoma no Hodgkin,False
14B,2021,Linfoma no Hodgkin,False
14B,2022,Linfoma no Hodgkin,False
14B,2023,Linfoma no Hodgkin,False
14B,2024,Linfoma no Hodgkin,False
14C,2005,Mieloma múltiple y tumores malignos de células plasmáticas,
14C,2006,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2007,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2008,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2009,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2010,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2011,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2012,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2013,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2014,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2015,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2016,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2017,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2018,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2019,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2020,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2021,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2022,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2023,Mieloma múltiple y tumores malignos de células plasmáticas,False
14C,2024,Mieloma múltiple y tumores malignos de células plasmáticas,False
14D,2005,Leucemias,
14D,2006,Leucemias,False
14D,2007,Leucemias,False
14D,2008,Leucemias,False
14D,2009,Leucemias,False
14D,2010,Leucemias,False
14D,2011,Leucemias,False
14D,2012,Leucemias,False
14D,2013,Leucemias,False
14D,2014,Leucemias,False
14D,2015,Leucemias,False
14D,2016,Leucemias,False
14D,2017,Leucemias,False
14D,2018,Leucemias,False
14D,2019,Leucemias,False
14D,2020,Leucemias,False
14D,2021,Leucemias,False
14D,2022,Leucemias,False
14D,2023,Leucemias,False
14D,2024,Leucemias,False
14Z,2005,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",
14Z,2006,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2007,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2008,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2009,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2010,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2011,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2012,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2013,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2014,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2015,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2016,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2017,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2018,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2019,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2020,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2021,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2022,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2023,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
14Z,2024,"Los demás tumores malignos del tejido linfático, órganos hematopoyéticos y tejidos afines",False
15,2005,Tumores malignos (primarios) de sitios múltiples independientes,
15,2006,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2007,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2008,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2009,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2010,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2011,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2012,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2013,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2014,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2015,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2016,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2017,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2018,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2019,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2020,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2021,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2022,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2023,Tumores malignos (primarios) de sitios múltiples independientes,False
15,2024,Tumores malignos (primarios) de sitios múltiples independientes,False
16,2005,Tumores in situ,
16,2006,Tumores in situ,False
16,2007,Tumores in situ,False
16,2008,Tumores in situ,False
16,2009,Tumores in situ,False
16,2010,Tumores in situ,False
16,2011,Tumores in situ,False
16,2012,Tumores in situ,False
16,2013,Tumores in situ,False
16,2014,Tumores in situ,False
16,2015,Tumores in situ,False
16,2016,Tumores in situ,False
16,2017,Tumores in situ,False
16,2018,Tumores in situ,False
16,2019,Tumores in situ,False
16,2020,Tumores in situ,False
16,2021,Tumores in situ,False
16,2022,Tumores in situ,False
16,2023,Tumores in situ,False
16,2024,Tumores in situ,False
16A,2005,Carcinoma in situ del cuello del útero,
16A,2006,Carcinoma in situ del cuello del útero,False
16A,2007,Carcinoma in situ del cuello del útero,False
16A,2008,Carcinoma in situ del cuello del útero,False
16A,2009,Carcinoma in situ del cuello del útero,False
16A,2010,Carcinoma in situ del cuello del útero,False
16A,2011,Carcinoma in situ del cuello del útero,False
16A,2012,Carcinoma in situ del cuello del útero,False
16A,2013,Carcinoma in situ del cuello del útero,False
16A,2014,Carcinoma in situ del cuello del útero,False
16A,2015,Carcinoma in situ del cuello del útero,False
16A,2016,Carcinoma in situ del cuello del útero,False
16A,2017,Carcinoma in situ del cuello del útero,False
16A,2018,Carcinoma in situ del cuello del útero,False
16A,2019,Carcinoma in situ del cuello del útero,False
16A,2020,Carcinoma in situ del cuello del útero,False
16A,2021,Carcinoma in situ del cuello del útero,False
16A,2022,Carcinoma in situ del cuello del útero,False
16A,2023,Carcinoma in situ del cuello del útero,False
16A,2024,Carcinoma in situ del cuello del útero,False
16Z,2005,Las demás tumores in situ,
16Z,2006,Las demás tumores in situ,False
16Z,2007,Las demás tumores in situ,False
16Z,2008,Las demás tumores in situ,False
16Z,2009,Las demás tumores in situ,False
16Z,2010,Las demás tumores in situ,False
16Z,2011,Las demás tumores in situ,False
16Z,2012,Las demás tumores in situ,False
16Z,2013,Las demás tumores in situ,False
16Z,2014,Las demás tumores in situ,False
16Z,2015,Las demás tumores in situ,False
16Z,2016,Las demás tumores in situ,False
16Z,2017,Las demás tumores in situ,False
16Z,2018,Las demás tumores in situ,False
16Z,2019,Las demás tumores in situ,False
16Z,2020,Las demás tumores in situ,False
16Z,2021,Las demás tumores in situ,False
16Z,2022,Las demás tumores in situ,False
16Z,2023,Las demás tumores in situ,False
16Z,2024,Las demás tumores in situ,False
17,2005,Tumores Benignos,
17,2006,Tumores Benignos,False
17,2007,Tumores Benignos,False
17,2008,Tumores Benignos,False
17,2009,Tumores Benignos,False
17,2010,Tumores Benignos,False
17,2011,Tumores Benignos,False
17,2012,Tumores Benignos,False
17,2013,Tumores Benignos,False
17,2014,Tumores Benignos,False
17,2015,Tumores Benignos,False
17,2016,Tumores Benignos,False
17,2017,Tumores Benignos,False
17,2018,Tumores Benignos,False
17,2019,Tumores Benignos,False
17,2020,Tumores Benignos,False
17,2021,Tumores Benignos,False
17,2022,Tumores Benignos,False
17,2023,Tumores Benignos,False
17,2024,Tumores Benignos,False
17A,2005,Tumores benignos de la piel,
17A,2006,Tumores benignos de la piel,False
17A,2007,Tumores benignos de la piel,False
17A,2008,Tumores benignos de la piel,False
17A,2009,Tumores benignos de la piel,False
17A,2010,Tumores benignos de la piel,False
17A,2011,Tumores benignos de la piel,False
17A,2012,Tumores benignos de la piel,False
17A,2013,Tumores benignos de la piel,False
17A,2014,Tumores benignos de la piel,False
17A,2015,Tumores benignos de la piel,False
17A,2016,Tumores benignos de la piel,False
17A,2017,Tumores benignos de la piel,False
17A,2018,Tumores benignos de la piel,False
17A,2019,Tumores benignos de la piel,False
17A,2020,Tumores benignos de la piel,False
17A,2021,Tumores benignos de la piel,False
17A,2022,Tumores benignos de la piel,False
17A,2023,Tumores benignos de la piel,False
17A,2024,Tumores benignos de la piel,False
17B,2005,Tumor benigno de la mama,
17B,2006,Tumor benigno de la mama,False
17B,2007,Tumor benigno de la mama,False
17B,2008,Tumor benigno de la mama,False
17B,2009,Tumor benigno de la mama,False
17B,2010,Tumor benigno de la mama,False
17B,2011,Tumor benigno de la mama,False
17B,2012,Tumor benigno de la mama,False
17B,2013,Tumor benigno de la mama,False
17B,2014,Tumor benigno de la mama,False
17B,2015,Tumor benigno de la mama,False
17B,2016,Tumor benigno de la mama,False
17B,2017,Tumor benigno de la mama,False
17B,2018,Tumor benigno de la mama,False
17B,2019,Tumor benigno de la mama,False
17B,2020,Tumor benigno de la mama,False
17B,2021,Tumor benigno de la mama,False
17B,2022,Tumor benigno de la mama,False
17B,2023,Tumor benigno de la mama,False
17B,2024,Tumor benigno de la mama,False
17C,2005,Leiomioma uterino,
17C,2006,Leiomioma uterino,False
17C,2007,Leiomioma uterino,False
17C,2008,Leiomioma uterino,False
17C,2009,Leiomioma uterino,False
17C,2010,Leiomioma uterino,False
17C,2011,Leiomioma uterino,False
17C,2012,Leiomioma uterino,False
17C,2013,Leiomioma uterino,False
17C,2014,Leiomioma uterino,False
17C,2015,Leiomioma uterino,False
17C,2016,Leiomioma uterino,False
17C,2017,Leiomioma uterino,False
17C,2018,Leiomioma uterino,False
17C,2019,Leiomioma uterino,False
17C,2020,Leiomioma uterino,False
17C,2021,Leiomioma uterino,False
17C,2022,Leiomioma uterino,False
17C,2023,Leiomioma uterino,False
17C,2024,Leiomioma uterino,False
17D,2005,Tumor benigno del ovario,
17D,2006,Tumor benigno del ovario,False
17D,2007,Tumor benigno del ovario,False
17D,2008,Tumor benigno del ovario,False
17D,2009,Tumor benigno del ovario,False
17D,2010,Tumor benigno del ovario,False
17D,2011,Tumor benigno del ovario,False
17D,2012,Tumor benigno del ovario,False
17D,2013,Tumor benigno del ovario,False
17D,2014,Tumor benigno del ovario,False
17D,2015,Tumor benigno del ovario,False
17D,2016,Tumor benigno del ovario,False
17D,2017,Tumor benigno del ovario,False
17D,2018,Tumor benigno del ovario,False
17D,2019,Tumor benigno del ovario,False
17D,2020,Tumor benigno del ovario,False
17D,2021,Tumor benigno del ovario,False
17D,2022,Tumor benigno del ovario,False
17D,2023,Tumor benigno del ovario,False
17D,2024,Tumor benigno del ovario,False
17E,2005,Tumor benigno de los órganos urinarios,
17E,2006,Tumor benigno de los órganos urinarios,False
17E,2007,Tumor benigno de los órganos urinarios,False
17E,2008,Tumor benigno de los órganos urinarios,False
17E,2009,Tumor benigno de los órganos urinarios,False
17E,2010,Tumor benigno de los órganos urinarios,False
17E,2011,Tumor benigno de los órganos urinarios,False
17E,2012,Tumor benigno de los órganos urinarios,False
17E,2013,Tumor benigno de los órganos urinarios,False
17E,2014,Tumor benigno de los órganos urinarios,False
17E,2015,Tumor benigno de los órganos urinarios,False
17E,2016,Tumor benigno de los órganos urinarios,False
17E,2017,Tumor benigno de los órganos urinarios,False
17E,2018,Tumor benigno de los órganos urinarios,False
17E,2019,Tumor benigno de los órganos urinarios,False
17E,2020,Tumor benigno de los órganos urinarios,False
17E,2021,Tumor benigno de los órganos urinarios,False
17E,2022,Tumor benigno de los órganos urinarios,False
17E,2023,Tumor benigno de los órganos urinarios,False
17E,2024,Tumor benigno de los órganos urinarios,False
17F,2005,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,
17F,2006,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2007,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2008,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2009,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2010,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2011,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2012,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2013,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2014,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2015,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2016,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2017,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2018,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2019,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2020,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2021,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2022,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2023,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17F,2024,Tumor benigno del encéfalo y de otras partes del sistema nervioso central,False
17G,2005,Tumor benigno de la glándula tiroides,
17G,2006,Tumor benigno de la glándula tiroides,False
17G,2007,Tumor benigno de la glándula tiroides,False
